id,answer
1010,A
1011,B
1012,C
1013,C
1014,A
1015,B
1016,C
1017,B
1018,C
1019,C
1020,C
1021,C
1022,B
1023,B
1024,B
1025,C
1026,C
1027,B
1028,A
1029,A
1030,B
1031,B
1032,B
1033,B
1034,A
1035,C
1036,C
1037,C
1038,A
1039,A
1040,C
1041,C
1042,A
1043,C
1044,A
1045,A
1046,A
1047,B
1048,B
1049,A
1050,B
1051,C
1052,A
1053,B
1054,A
1055,B
1056,C
1057,A
1058,B
1059,C
1060,C
1061,A
1062,C
1063,A
1064,C
1065,B
1066,A
1067,A
1068,C
1069,B
1070,A
1071,B
1072,A
1073,C
1074,B
1075,A
1076,C
1077,A
1078,A
1079,C
1080,A
1081,B
1082,A
1083,B
1084,A
1085,B
1086,B
1087,C
1088,B
1089,C
1090,B
1091,B
1092,B
1093,A
1094,A
1095,B
1096,B
1097,A
1098,C
1099,A
1100,A
1101,B
1102,C
1103,A
1104,C
1105,B
1106,B
1107,A
1108,A
1109,A
1110,C
1111,B
1112,A
1113,A
1114,B
1115,B
1116,C
1117,B
1118,B
1119,B
1120,A
1121,C
1122,C
1123,B
1124,B
1125,C
1126,A
1127,C
1128,A
1129,C
1130,C
1131,C
1132,B
1133,A
1134,A
1135,A
1136,C
1137,C
1138,C
1139,C
1140,A
1141,C
1142,A
1143,A
1144,A
1145,C
1146,B
1147,C
1148,C
1149,C
1150,C
1151,A
1152,A
1153,A
1154,B
1155,A
1156,A
1157,A
1158,C
1159,C
1160,B
1161,A
1162,C
1163,C
1164,C
1165,C
1166,B
1167,B
1168,A
1169,C
1170,B
1171,A
1172,A
1173,A
1174,A
1175,B
1176,A
1177,A
1178,B
1179,B
1180,B
1181,C
1182,B
1183,A
1184,C
1185,C
1186,B
1187,C
1188,C
1189,B
1190,A
1191,A
1192,B
1193,B
1194,A
1195,A
1196,B
1197,C
1198,A
1199,A
1200,B
1201,A
1202,C
1203,A
1204,C
1205,C
1206,C
1207,A
1208,B
1209,A
1210,C
1211,B
1212,C
1213,C
1214,B
1215,C
1216,B
1217,B
1218,A
1219,C
1220,A
1221,C
1222,B
1223,A
1224,A
1225,A
1226,C
1227,B
1228,B
1229,C
1230,C
1231,B
1232,A
1233,A
1234,A
1235,A
1236,C
1237,A
1238,B
1239,A
1240,A
1241,B
1242,B
1243,B
1244,C
1245,A
1246,A
1247,C
1248,B
1249,A
1250,B
1251,C
1252,B
1253,B
1254,C
1255,C
1256,A
1257,B
1258,B
1259,B
1260,C
1261,A
1262,A
1263,C
1264,A
1265,C
1266,A
1267,B
1268,C
1269,A
1270,A
1271,C
1272,C
1273,B
1274,A
1275,A
1276,C
1277,C
1278,C
1279,A
1280,B
1281,A
1282,B
1283,A
1284,B
1285,C
1286,A
1287,C
1288,C
1289,A
1290,C
1291,C
1292,C
1293,A
1294,B
1295,C
1296,B
1297,B
1298,B
1299,A
1300,C
1301,B
1302,C
1303,B
1304,B
1305,B
1306,B
1307,A
1308,B
1309,A
1310,C
1311,B
1312,A
1313,B
1314,C
1315,C
1316,A
1317,B
1318,A
1319,A
1320,B
1321,B
1322,B
1323,B
1324,A
1325,B
1326,B
1327,A
1328,B
1329,C
1330,A
1331,C
1332,A
1333,B
1334,C
1335,C
1336,B
1337,B
1338,B
1339,C
1340,A
1341,C
1342,A
1343,B
1344,B
1345,A
1346,A
1347,B
1348,C
1349,B
1350,B
1351,C
1352,C
1353,B
1354,C
1355,B
1356,A
1357,B
1358,B
1359,B
1360,B
1361,C
1362,B
1363,B
1364,B
1365,C
1366,A
1367,A
1368,B
1369,C
1370,C
1371,A
1372,B
1373,C
1374,A
1375,B
1376,C
1377,B
1378,A
1379,A
1380,B
1381,A
1382,C
1383,C
1384,C
1385,A
1386,C
1387,A
1388,A
1389,B
1390,B
1391,C
1392,A
1393,A
1394,B
1395,A
1396,C
1397,B
1398,A
1399,C
1400,B
1401,A
1402,A
1403,A
1404,B
1405,A
1406,A
1407,C
1408,A
1409,B
1410,B
1411,B
1412,A
1413,B
1414,A
1415,C
1416,A
1417,A
1418,A
1419,A
1420,B
1421,A
1422,B
1423,B
1424,B
1425,C
1426,C
1427,C
1428,C
1429,C
1430,C
1431,C
1432,C
1433,C
1434,A
1435,C
1436,C
1437,B
1438,A
1439,C
1440,C
1441,B
1442,A
1443,C
1444,C
1445,A
1446,C
1447,A
1448,C
1449,B
1450,C
1451,B
1452,B
1453,B
1454,B
1455,C
1456,A
1457,B
1458,C
1459,B
1460,B
1461,B
1462,B
1463,A
1464,A
1465,A
1466,B
1467,B
1468,A
1469,B
1470,B
1471,A
1472,B
1473,B
1474,C
1475,B
1476,C
1477,A
1478,A
1479,A
1480,B
1481,A
1482,A
1483,B
1484,A
1485,B
1486,A
1487,B
1488,A
1489,B
1490,C
1491,B
1492,A
1493,A
1494,A
1495,C
1496,C
1497,A
1498,B
1499,B
1500,B
1501,A
1502,A
1503,A
1504,C
1505,B
1506,B
1507,B
1508,B
1509,A
1510,C
1511,C
1512,B
1513,A
1514,A
1515,A
1516,A
1517,B
1518,B
1519,A
1520,B
1521,C
1522,C
1523,C
1524,A
1525,C
1526,C
1527,C
1528,A
1529,A
1530,C
1531,B
1532,C
1533,A
1534,A
1535,B
1536,C
1537,B
1538,A
1539,C
1540,A
1541,B
1542,B
1543,C
1544,B
1545,C
1546,C
1547,B
1548,B
1549,A
1550,A
1551,A
1552,B
1553,C
1554,B
1555,B
1556,A
1557,B
1558,C
1559,B
1560,B
1561,B
1562,B
1563,C
1564,B
1565,A
1566,A
1567,B
1568,A
1569,B
1570,B
1571,A
1572,C
1573,A
1574,B
1575,C
1576,C
1577,B
1578,C
1579,C
1580,A
1581,A
1582,A
1583,B
1584,A
1585,C
1586,C
1587,B
1588,A
1589,B
1590,B
1591,A
1592,B
1593,C
1594,B
1595,C
1596,B
1597,C
1598,C
1599,C
1600,C
1601,A
1602,C
1603,A
1604,B
1605,A
1606,C
1607,B
1608,C
1609,B
1610,C
1611,B
1612,C
1613,C
1614,A
1615,C
1616,C
1617,B
1618,B
1619,B
1620,C
1621,A
1622,A
1623,B
1624,A
1625,A
1626,C
1627,B
1628,A
1629,A
1630,C
1631,A
1632,C
1633,A
1634,B
1635,C
1636,B
1637,B
1638,A
1639,C
1640,C
1641,C
1642,B
1643,A
1644,A
1645,A
1646,A
1647,A
1648,B
1649,C
1650,A
1651,A
1652,B
1653,A
1654,C
1655,C
1656,A
1657,A
1658,C
1659,B
1660,A
1661,A
1662,B
1663,B
1664,A
1665,C
1666,B
1667,B
1668,C
1669,C
1670,A
1671,B
1672,B
1673,C
1674,C
1675,B
1676,B
1677,B
1678,B
1679,A
1680,A
1681,A
1682,C
1683,B
1684,B
1685,C
1686,B
1687,A
1688,C
1689,B
1690,B
1691,C
1692,A
1693,A
1694,A
1695,C
1696,C
1697,C
1698,C
1699,C
1700,C
1701,C
1702,B
1703,B
1704,B
1705,C
1706,B
1707,A
1708,A
1709,A
1710,A
1711,C
1712,B
1713,C
1714,A
1715,B
1716,A
1717,B
1718,A
1719,B
1720,B
1721,B
1722,C
1723,A
1724,B
1725,B
1726,B
1727,C
1728,B
1729,C
1730,C
1731,A
1732,C
1733,B
1734,A
1735,A
1736,A
1737,B
1738,A
1739,B
1740,B
1741,C
1742,A
1743,B
1744,A
1745,B
1746,A
1747,B
1748,A
1749,B
1750,A
1751,C
1752,A
1753,A
1754,A
1755,A
1756,B
1757,A
1758,A
1759,C
1760,C
1761,B
1762,C
1763,B
1764,A
1765,C
1766,A
1767,B
1768,B
1769,B
1770,A
1771,B
1772,B
1773,C
1774,B
1775,B
1776,C
1777,C
1778,B
1779,C
1780,C
1781,B
1782,C
1783,A
1784,C
1785,B
1786,B
1787,A
1788,B
1789,B
1790,A
1791,C
1792,B
1793,B
1794,A
1795,B
1796,B
1797,A
1798,C
1799,C
1800,A
1801,A
1802,A
1803,A
1804,C
1805,A
1806,B
1807,B
1808,A
1809,B
1810,A
1811,C
1812,C
1813,C
1814,C
1815,A
1816,B
1817,C
1818,C
1819,B
1820,C
1821,B
1822,A
1823,B
1824,A
1825,C
1826,B
1827,B
1828,B
1829,C
1830,B
1831,C
1832,B
1833,C
1834,A
1835,A
1836,B
1837,B
1838,B
1839,B
1840,A
1841,C
1842,B
1843,A
1844,B
1845,C
1846,B
1847,C
1848,C
1849,C
1850,B
1851,A
1852,B
1853,C
1854,A
1855,B
1856,A
1857,B
1858,A
1859,C
1860,C
1861,C
1862,C
1863,A
1864,B
1865,C
1866,A
1867,C
1868,A
1869,A
1870,A
1871,B
1872,C
1873,C
1874,C
1875,A
1876,C
1877,C
1878,C
1879,A
1880,A
1881,C
1882,C
1883,A
1884,B
1885,B
1886,C
1887,C
1888,C
1889,C
1890,C
1891,C
1892,A
1893,B
1894,A
1895,A
1896,B
1897,A
1898,C
1899,B
1900,C
1901,A
1902,C
1903,B
1904,B
1905,B
1906,C
1907,B
1908,C
1909,B
1910,C
1911,A
1912,A
1913,B
1914,C
1915,A
1916,A
1917,A
1918,C
1919,B
1920,C
1921,B
1922,B
1923,B
1924,B
1925,B
1926,A
1927,C
1928,A
1929,C
1930,A
1931,B
1932,B
1933,A
1934,B
1935,B
1936,B
1937,A
1938,B
1939,B
1940,C
1941,A
1942,B
1943,A
1944,A
1945,B
1946,C
1947,C
1948,C
1949,B
1950,B
1951,A
1952,B
1953,B
1954,C
1955,B
1956,A
1957,C
1958,B
1959,C
1960,B
1961,C
1962,A
1963,C
1964,B
1965,A
1966,B
1967,C
1968,A
1969,C
1970,B
1971,B
1972,C
1973,B
1974,C
1975,A
1976,C
1977,B
1978,B
1979,B
1980,B
1981,A
1982,B
1983,A
1984,B
1985,B
1986,B
1987,C
1988,B
1989,B
1990,B
1991,A
1992,B
1993,B
1994,B
1995,C
1996,A
1997,C
1998,C
1999,A
2000,C
2001,B
2002,A
2003,C
2004,A
2005,B
2006,A
2007,C
2008,B
2009,C
2010,B
2011,A
2012,A
2013,A
2014,C
2015,B
2016,A
2017,C
2018,B
2019,B
2020,A
2021,B
2022,C
2023,B
2024,C
2025,A
2026,A
2027,C
2028,C
2029,B
2030,A
2031,B
2032,A
2033,C
2034,C
2035,B
2036,C
2037,A
2038,A
2039,A
2040,C
2041,B
2042,C
2043,A
2044,A
2045,B
2046,A
2047,B
2048,B
2049,B
2050,B
2051,C
2052,A
2053,B
2054,B
2055,C
2056,A
2057,B
2058,B
2059,A
2060,C
2061,A
2062,B
2063,C
2064,A
2065,B
2066,A
2067,A
2068,C
2069,C
2070,A
2071,A
2072,C
2073,B
2074,B
2075,B
2076,B
2077,C
2078,B
2079,C
2080,B
2081,A
2082,A
2083,C
2084,C
2085,B
2086,C
2087,A
2088,A
2089,B
2090,C
2091,A
2092,B
2093,B
2094,A
2095,A
2096,C
2097,C
2098,B
2099,B
2100,A
2101,B
2102,B
2103,A
2104,C
2105,C
2106,A
2107,B
2108,B
2109,B
2110,B
2111,B
2112,A
2113,C
2114,B
2115,C
2116,B
2117,B
2118,A
2119,A
2120,C
2121,A
2122,C
2123,C
2124,B
2125,C
2126,B
2127,B
2128,B
2129,A
2130,C
2131,A
2132,B
2133,B
2134,B
2135,B
2136,C
2137,C
2138,C
2139,B
2140,A
2141,B
2142,A
2143,A
2144,A
2145,A
2146,A
2147,C
2148,A
2149,C
2150,C
2151,A
2152,A
2153,B
2154,A
2155,A
2156,A
2157,C
2158,B
2159,C
2160,A
2161,C
2162,A
2163,B
2164,B
2165,B
2166,A
2167,A
2168,A
2169,C
2170,B
2171,B
2172,A
2173,C
2174,A
2175,A
2176,A
2177,C
2178,A
2179,A
2180,C
2181,A
2182,B
2183,C
2184,C
2185,B
2186,B
2187,A
2188,C
2189,A
2190,C
2191,B
2192,A
2193,B
2194,C
2195,B
2196,C
2197,C
2198,A
2199,B
2200,C
2201,B
2202,B
2203,C
2204,A
2205,A
2206,B
2207,B
2208,B
2209,C
2210,B
2211,B
2212,B
2213,C
2214,A
2215,A
2216,B
2217,C
2218,C
2219,A
2220,B
2221,A
2222,B
2223,C
2224,B
2225,A
2226,C
2227,A
2228,C
2229,B
2230,B
2231,A
2232,A
2233,C
2234,B
2235,A
2236,C
2237,B
2238,A
2239,B
2240,C
2241,A
2242,C
2243,B
2244,A
2245,A
2246,C
2247,C
2248,A
2249,B
2250,B
2251,A
2252,C
2253,B
2254,B
2255,C
2256,A
2257,C
2258,A
2259,C
2260,C
2261,B
2262,C
2263,B
2264,A
2265,A
2266,B
2267,B
2268,C
2269,C
2270,C
2271,C
2272,B
2273,A
2274,A
2275,A
2276,C
2277,A
2278,C
2279,A
2280,C
2281,B
2282,B
2283,C
2284,C
2285,C
2286,A
2287,A
2288,C
2289,B
2290,B
2291,A
2292,B
2293,C
2294,B
2295,C
2296,A
2297,B
2298,A
2299,A
2300,B
2301,A
2302,B
2303,B
2304,B
2305,C
2306,B
2307,C
2308,B
2309,C
2310,B
2311,C
2312,C
2313,C
2314,C
2315,B
2316,A
2317,C
2318,B
2319,C
2320,B
2321,C
2322,A
2323,A
2324,B
2325,B
2326,C
2327,B
2328,B
2329,B
2330,A
2331,A
2332,B
2333,B
2334,C
2335,C
2336,B
2337,A
2338,C
2339,A
2340,C
2341,C
2342,B
2343,A
2344,C
2345,B
2346,B
2347,A
2348,A
2349,A
2350,C
2351,C
2352,B
2353,B
2354,B
2355,A
2356,C
2357,B
2358,C
2359,A
2360,B
2361,C
2362,A
2363,B
2364,C
2365,C
2366,A
2367,B
2368,B
2369,C
2370,B
2371,C
2372,C
2373,A
2374,C
2375,C
2376,C
2377,A
2378,A
2379,A
2380,C
2381,B
2382,B
2383,C
2384,C
2385,C
2386,C
2387,A
2388,B
2389,C
2390,A
2391,A
2392,A
2393,B
2394,C
2395,C
2396,A
2397,A
2398,B
2399,B
2400,C
2401,A
2402,C
2403,B
2404,B
2405,A
2406,A
2407,C
2408,B
2409,B
2410,C
2411,B
2412,A
2413,C
2414,B
2415,C
2416,C
2417,A
2418,A
2419,A
2420,C
2421,B
2422,A
2423,B
2424,C
2425,A
2426,B
2427,A
2428,C
2429,A
2430,B
2431,C
2432,C
2433,A
2434,A
2435,C
2436,B
2437,A
2438,B
2439,A
2440,A
2441,B
2442,A
2443,C
2444,C
2445,A
2446,C
2447,B
2448,C
2449,B
2450,A
2451,B
2452,B
2453,C
2454,A
2455,C
2456,C
2457,A
2458,B
2459,B
2460,C
2461,C
2462,A
2463,A
2464,B
2465,C
2466,A
2467,A
2468,A
2469,C
2470,C
2471,A
2472,C
2473,A
2474,A
2475,B
2476,B
2477,C
2478,C
2479,C
2480,B
2481,C
2482,C
2483,C
2484,A
2485,A
2486,A
2487,C
2488,C
2489,C
2490,B
2491,A
2492,C
2493,C
2494,B
2495,C
2496,C
2497,B
2498,A
2499,C
2500,A
2501,C
2502,A
2503,A
2504,B
2505,A
2506,A
2507,C
2508,C
2509,C
2510,A
2511,B
2512,B
2513,A
2514,B
2515,C
2516,A
2517,A
2518,A
2519,C
2520,B
2521,A
2522,A
2523,C
2524,B
2525,C
2526,B
2527,B
2528,B
2529,A
2530,B
2531,C
2532,C
2533,C
2534,B
2535,B
2536,A
2537,A
2538,A
2539,C
2540,A
2541,C
2542,C
2543,B
2544,B
2545,A
2546,C
2547,A
2548,C
2549,A
2550,C
2551,A
2552,A
2553,A
2554,C
2555,C
2556,C
2557,B
2558,B
2559,A
2560,C
2561,A
2562,A
2563,A
2564,A
2565,B
2566,A
2567,B
2568,B
2569,A
2570,B
2571,A
2572,C
2573,B
2574,A
2575,A
2576,B
2577,A
2578,C
2579,C
2580,C
2581,A
2582,C
2583,A
2584,C
2585,B
2586,C
2587,A
2588,A
2589,C
2590,B
2591,B
2592,A
2593,B
2594,A
2595,B
2596,A
2597,C
2598,B
2599,B
2600,C
2601,C
2602,A
2603,B
2604,C
2605,B
2606,C
2607,B
2608,B
2609,B
2610,C
2611,A
2612,A
2613,A
2614,A
2615,A
2616,B
2617,B
2618,C
2619,C
2620,C
2621,B
2622,B
2623,A
2624,B
2625,C
2626,A
2627,B
2628,C
2629,C
2630,C
2631,C
2632,A
2633,B
2634,B
2635,C
2636,A
2637,C
2638,B
2639,B
2640,C
2641,C
2642,B
2643,C
2644,B
2645,C
2646,B
2647,B
2648,B
2649,A
2650,A
2651,C
2652,B
2653,C
2654,C
2655,C
2656,C
2657,B
2658,A
2659,B
2660,B
2661,A
2662,C
2663,A
2664,C
2665,B
2666,A
2667,A
2668,C
2669,C
2670,C
2671,A
2672,A
2673,A
2674,A
2675,B
2676,C
2677,A
2678,B
2679,A
2680,B
2681,A
2682,B
2683,A
2684,A
2685,A
2686,B
2687,A
2688,C
2689,A
2690,B
2691,C
2692,B
2693,C
2694,B
2695,A
2696,A
2697,B
2698,B
2699,C
2700,B
2701,C
2702,C
2703,B
2704,C
2705,B
2706,C
2707,B
2708,C
2709,B
2710,A
2711,A
2712,B
2713,A
2714,C
2715,A
2716,A
2717,C
2718,B
2719,C
2720,B
2721,C
2722,C
2723,A
2724,B
2725,B
2726,C
2727,B
2728,B
2729,A
2730,C
2731,A
2732,C
2733,A
2734,B
2735,C
2736,C
2737,C
2738,A
2739,A
2740,A
2741,C
2742,A
2743,A
2744,C
2745,C
2746,B
2747,C
2748,C
2749,B
2750,B
2751,C
2752,B
2753,A
2754,C
2755,A
2756,A
2757,C
2758,A
2759,C
2760,B
2761,A
2762,C
2763,C
2764,B
2765,B
2766,C
2767,B
2768,A
2769,C
2770,B
2771,C
2772,C
2773,C
2774,B
2775,C
2776,C
2777,C
2778,B
2779,A
2780,C
2781,A
2782,B
2783,B
2784,C
2785,C
2786,A
2787,A
2788,B
2789,C
2790,A
2791,C
2792,C
2793,B
2794,C
2795,C
2796,C
2797,B
2798,C
2799,A
2800,C
2801,A
2802,B
2803,C
2804,C
2805,A
2806,B
2807,C
2808,A
2809,C
2810,A
2811,B
2812,C
2813,B
2814,C
2815,C
2816,C
2817,B
2818,C
2819,B
2820,A
2821,C
2822,B
2823,A
2824,C
2825,B
2826,B
2827,C
2828,C
2829,B
2830,A
2831,B
2832,A
2833,C
2834,B
2835,A
2836,C
2837,A
2838,C
2839,C
2840,A
2841,C
2842,A
2843,A
2844,C
2845,C
2846,C
2847,B
2848,A
2849,A
2850,B
2851,C
2852,B
2853,A
2854,C
2855,C
2856,B
2857,B
2858,B
2859,C
2860,B
2861,B
2862,C
2863,B
2864,B
2865,B
2866,A
2867,A
2868,B
2869,C
2870,C
2871,A
2872,A
2873,A
2874,B
2875,B
2876,A
2877,B
2878,A
2879,A
2880,A
2881,A
2882,B
2883,A
2884,C
2885,B
2886,B
2887,A
2888,B
2889,A
2890,B
2891,A
2892,C
2893,B
2894,C
2895,B
2896,C
2897,C
2898,A
2899,C
2900,C
2901,C
2902,A
2903,B
2904,A
2905,A
2906,C
2907,C
2908,A
2909,A
2910,A
2911,C
2912,B
2913,B
2914,A
2915,A
2916,A
2917,C
2918,A
2919,B
2920,A
2921,B
2922,A
2923,A
2924,C
2925,B
2926,C
2927,B
2928,A
2929,B
2930,A
2931,C
2932,C
2933,C
2934,A
2935,B
2936,B
2937,C
2938,A
2939,B
2940,A
2941,B
2942,C
2943,B
2944,C
2945,C
2946,C
2947,C
2948,A
2949,A
2950,C
2951,B
2952,A
2953,A
2954,C
2955,C
2956,C
2957,A
2958,C
2959,B
2960,C
2961,C
2962,B
2963,B
2964,C
2965,A
2966,B
2967,B
2968,B
2969,C
2970,C
2971,A
2972,A
2973,C
2974,C
2975,A
2976,A
2977,C
2978,A
2979,B
2980,C
2981,B
2982,B
2983,A
2984,C
2985,C
2986,C
2987,C
2988,C
2989,A
2990,B
2991,C
2992,C
2993,C
2994,C
2995,A
2996,B
2997,B
